単語,元単語,問題ID,読み方,別解,別表記,意味,追記,レベル,画像,切り抜き画像,Tags
逛󠄂く,誣く,Lv05_0788,あざむく,,誣く・欺く・紿く・欺く・詑く・詒く・詭く・誑く・瞞く・謾く・訑く,ありもしないことを事実のように言う。,,05,"<img src=""Lv05_0788.png"">","<img src=""Lv05_0788_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
儕,,Lv05_0789,ともがら,,徒・輩・曹・們・儔・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05
徒,儕,Lv05_0789,ともがら,,儕・輩・曹・們・儔・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
輩,儕,Lv05_0789,ともがら,,儕・徒・曹・們・儔・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
曹,儕,Lv05_0789,ともがら,,儕・徒・輩・們・儔・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
們,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・儔・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
儔,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・們・軰・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
軰,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・們・儔・𠍻・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𠍻,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・們・儔・軰・𣍘・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𣍘,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・們・儔・軰・𠍻・䓁,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
䓁,儕,Lv05_0789,ともがら,,儕・徒・輩・曹・們・儔・軰・𠍻・𣍘,同類の者ども。なかま。連中。,,05,"<img src=""Lv05_0789.png"">","<img src=""Lv05_0789_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
獅子吼,,Lv05_0790,ししく,,,雄弁を振るうこと。意気盛んな大演説をすること。,,05,"<img src=""Lv05_0790.png"">","<img src=""Lv05_0790_cropped.png"">",漢字でGO!-05
澎湃たる,,Lv05_0791,ほうはいたる,,彭湃・滂湃,水がみなぎって逆巻くさま。,,05,"<img src=""Lv05_0791.png"">","<img src=""Lv05_0791_cropped.png"">",漢字でGO!-05
彭湃,澎湃たる,Lv05_0791,ほうはいたる,,澎湃たる・滂湃,水がみなぎって逆巻くさま。,,05,"<img src=""Lv05_0791.png"">","<img src=""Lv05_0791_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
滂湃,澎湃たる,Lv05_0791,ほうはいたる,,澎湃たる・彭湃,水がみなぎって逆巻くさま。,,05,"<img src=""Lv05_0791.png"">","<img src=""Lv05_0791_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
敬虔主義,,Lv05_0792,けいけん主義,,,特定の教理を遵守するより、個人の敬虔な内面的心情に信仰の本質を見る信仰的立場。,,05,"<img src=""Lv05_0792.png"">","<img src=""Lv05_0792_cropped.png"">",漢字でGO!-05
蕕,,Lv05_0793,かりがねそう,,雁金草・雁草・莸,シソ目シソ科の多年草。悪臭を放つことから、悪人に例えられる。,,05,"<img src=""Lv05_0793.png"">","<img src=""Lv05_0793_cropped.png"">",漢字でGO!-05
雁金草,蕕,Lv05_0793,かりがねそう,,蕕・雁草・莸,シソ目シソ科の多年草。悪臭を放つことから、悪人に例えられる。,,05,"<img src=""Lv05_0793.png"">","<img src=""Lv05_0793_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
雁草,蕕,Lv05_0793,かりがねそう,,蕕・雁金草・莸,シソ目シソ科の多年草。悪臭を放つことから、悪人に例えられる。,,05,"<img src=""Lv05_0793.png"">","<img src=""Lv05_0793_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
莸,蕕,Lv05_0793,かりがねそう,,蕕・雁金草・雁草,シソ目シソ科の多年草。悪臭を放つことから、悪人に例えられる。,,05,"<img src=""Lv05_0793.png"">","<img src=""Lv05_0793_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
縛める,,Lv05_0794,いましめる,,,自由がきかないようにしばる。,,05,"<img src=""Lv05_0794.png"">","<img src=""Lv05_0794_cropped.png"">",漢字でGO!-05
腴,,Lv05_0795,あぶら,,脂・肪・膩・膏・𮌖,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05
脂,腴,Lv05_0795,あぶら,,腴・肪・膩・膏・𮌖,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
肪,腴,Lv05_0795,あぶら,,腴・脂・膩・膏・𮌖,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
膩,腴,Lv05_0795,あぶら,,腴・脂・肪・膏・𮌖,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
膏,腴,Lv05_0795,あぶら,,腴・脂・肪・膩・𮌖,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𮌖,腴,Lv05_0795,あぶら,,腴・脂・肪・膩・膏,常温で固体の動物や植物、鉱物からとれる水と相分離する疎水性の物質。,,05,"<img src=""Lv05_0795.png"">","<img src=""Lv05_0795_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
譫言,,Lv05_0796,うわごと,せんげん,囈言・囈,筋の通らない放言。たわごと。,,05,"<img src=""Lv05_0796.png"">","<img src=""Lv05_0796_cropped.png"">",漢字でGO!-05
囈言,譫言,Lv05_0796,うわごと,せんげん,譫言・囈,筋の通らない放言。たわごと。,,05,"<img src=""Lv05_0796.png"">","<img src=""Lv05_0796_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
囈,譫言,Lv05_0796,うわごと,せんげん,譫言・囈言,筋の通らない放言。たわごと。,,05,"<img src=""Lv05_0796.png"">","<img src=""Lv05_0796_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
倏ち,,Lv05_0797,たちまちち,,忽ち・奄ち・乍ち・掩ち・驀ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05
忽ち,倏ち,Lv05_0797,たちまちち,,倏ち・奄ち・乍ち・掩ち・驀ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
奄ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・乍ち・掩ち・驀ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
乍ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・掩ち・驀ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
掩ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・驀ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
驀ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・掩ち・欻ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
欻ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・掩ち・驀ち・溘ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
溘ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・掩ち・驀ち・欻ち・𢗘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𢗘ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・掩ち・驀ち・欻ち・溘ち・倐󠄂ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
倐󠄂ち,倏ち,Lv05_0797,たちまちち,,倏ち・忽ち・奄ち・乍ち・掩ち・驀ち・欻ち・溘ち・𢗘ち,非常に短い時間で。にわかに。,,05,"<img src=""Lv05_0797.png"">","<img src=""Lv05_0797_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
愧赧の念,,Lv05_0798,きたんの念,,,恥じて、赤面するような思い。,,05,"<img src=""Lv05_0798.png"">","<img src=""Lv05_0798_cropped.png"">",漢字でGO!-05
撕める,,Lv05_0799,いましめる,,戒める・警める・厳める・勅める・飭める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05
戒める,撕める,Lv05_0799,いましめる,,撕める・警める・厳める・勅める・飭める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
警める,撕める,Lv05_0799,いましめる,,撕める・戒める・厳める・勅める・飭める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
厳める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・勅める・飭める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
勅める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・飭める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
飭める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・誡める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
誡める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・飭める・箴める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
箴める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・飭める・誡める・划める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
划める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・飭める・誡める・箴める・𪝟める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𪝟める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・飭める・誡める・箴める・划める・𭣴める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𭣴める,撕める,Lv05_0799,いましめる,,撕める・戒める・警める・厳める・勅める・飭める・誡める・箴める・划める・𪝟める,教えさとす。教え導く。,,05,"<img src=""Lv05_0799.png"">","<img src=""Lv05_0799_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
提撕,,,ていせい,ていぜい,,手に提げて持つこと。また、後輩や後進の者を教え導くこと.,,05,,,漢字でGO!-05
甄ける,,Lv05_0801,みわける,,見分ける,見て区別する。識別する。,,05,"<img src=""Lv05_0801.png"">","<img src=""Lv05_0801_cropped.png"">",漢字でGO!-05
見分ける,甄ける,Lv05_0801,みわける,,甄ける,見て区別する。識別する。,,05,"<img src=""Lv05_0801.png"">","<img src=""Lv05_0801_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
扶持米,,Lv05_0802,ふちまい,,,主君から家臣に給与した俸禄の米。俸米とも。,,05,"<img src=""Lv05_0802.png"">","<img src=""Lv05_0802_cropped.png"">",漢字でGO!-05
眦を決す,,Lv05_0803,まなじりを決す,,眥を決す,大きく目を見ひらく。怒りなどで目をいっぱいに見はる。,,05,"<img src=""Lv05_0803.png"">","<img src=""Lv05_0803_cropped.png"">",漢字でGO!-05
眥を決す,眦を決す,Lv05_0803,まなじりを決す,,眦を決す,大きく目を見ひらく。怒りなどで目をいっぱいに見はる。,,05,"<img src=""Lv05_0803.png"">","<img src=""Lv05_0803_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
帷幄上奏,,Lv05_0804,いあくじょうそう,,,軍令事項についての天皇への意見の申し出。,,05,"<img src=""Lv05_0804.png"">","<img src=""Lv05_0804_cropped.png"">",漢字でGO!-05
帙み,,Lv05_0805,ふみづつみ,,,書物をつつむおおい。帙(ちつ)とも。,,05,"<img src=""Lv05_0805.png"">","<img src=""Lv05_0805_cropped.png"">",漢字でGO!-05
訪う,,Lv05_0806,おとなう,とむら・とぶらう,,おとずれる。訪問する。また、安否を問う。見舞う。,,05,"<img src=""Lv05_0806.png"">","<img src=""Lv05_0806_cropped.png"">",漢字でGO!-05
蜂蠆,,Lv05_0807,ほうたい,,,ハチとサソリ。小さくても恐ろしいもののたとえ。,,05,"<img src=""Lv05_0807.png"">","<img src=""Lv05_0807_cropped.png"">",漢字でGO!-05
剽い,,Lv05_0808,すばやい,,素早い・勦い・慓い・嬐い・耍い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05
素早い,剽い,Lv05_0808,すばやい,,剽い・勦い・慓い・嬐い・耍い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
勦い,剽い,Lv05_0808,すばやい,,剽い・素早い・慓い・嬐い・耍い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
慓い,剽い,Lv05_0808,すばやい,,剽い・素早い・勦い・嬐い・耍い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
嬐い,剽い,Lv05_0808,すばやい,,剽い・素早い・勦い・慓い・耍い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
耍い,剽い,Lv05_0808,すばやい,,剽い・素早い・勦い・慓い・嬐い・趫い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
趫い,剽い,Lv05_0808,すばやい,,剽い・素早い・勦い・慓い・嬐い・耍い,行動が非常に早い。敏速である。,,05,"<img src=""Lv05_0808.png"">","<img src=""Lv05_0808_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
平仄が合わない,,Lv05_0809,ひょうそくが合わない,,,漢詩の平声字、仄声字の配列が合わない。転じて、物事の筋道がたたない。,,05,"<img src=""Lv05_0809.png"">","<img src=""Lv05_0809_cropped.png"">",漢字でGO!-05
苞苴,,Lv05_0810,つと,,苞,わらなどを束ねて、その中に食品を包んだもの。,「ほうしょ」「あらまき」「おおにえ」「おおむべ」とも。,05,"<img src=""Lv05_0810.png"">","<img src=""Lv05_0810_cropped.png"">",漢字でGO!-05
苞,苞苴,Lv05_0810,つと,,苞苴,わらなどを束ねて、その中に食品を包んだもの。,「ほうしょ」「あらまき」「おおにえ」「おおむべ」とも。,05,"<img src=""Lv05_0810.png"">","<img src=""Lv05_0810_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
